id,score,date,period,doc_dist,title,top2vec
1291327146,0.4683357438765567,1979-07-14,7,0.14971171,Is government discouraging refugee aid?.,0
2459833023,0.4682522763555192,2017-08-07,8,0.384131,There's no easy solution to our border problem.,5
1356848022,0.4681697848232782,2002-11-28,8,0.18967937,Canada plans to detain unidentified new arrivals.,7
2273233259,0.4681029649913639,2016-04-23,8,0.16466475,"A circle, edging ever outward.",1
1942880342,0.4680920025132139,2014-07-08,8,0.21660583,LETTERS TO THE EDITOR.,15
1237362686,0.4680566385510942,1988-10-04,7,0.20804733,LETTERS TO THE EDITOR.,6
2121438536,0.4680407972686476,2015-11-21,8,0.18292806,Refugee concerns.,3
1238734693,0.4677496630696002,1983-12-05,7,0.3485127,New oral hearings offer clearer view of refugees' status.,2
1325691331,0.4675839872381866,1943-12-10,4,0.254533,Greater Population Means Busier Canada.,0
1288391835,0.4675670041755886,1960-02-11,5,0.24735183,A Challenge to Canada.,0
1149084973,0.4673180832287437,1991-07-03,7,0.35460445,Claimants must go through two stages.,2
1151460687,0.4672769383241016,1986-07-11,7,0.2307471,Visas for Portugal.,2
1237164752,0.4672631680789511,1989-01-30,7,0.2533789,U.S. Jails 4 seeking Canadian refuge.,6
1223260772,0.4670791536732638,1985-12-05,7,0.2941836,Dealing with refugees.,2
1238523104,0.4670248283499906,1987-08-26,7,0.45950356,Bouchard refuses to exempt refugee aid groups from law.,8
1143588057,0.4670184125915069,1997-03-11,7,0.13749713,Refugee quota attacked for breaking promise.,2
2748167121,0.4669920306477511,2019-03-20,8,0.35078079,"Liberals allot $1.2-billion over five years for border, asylum system.",5
1151614881,0.4668894244587606,1985-02-26,7,0.22609898,Minister wants refugee detention probe.,2
2273216582,0.4665561490025721,2016-02-06,8,0.17710462,Table of Contents 6 -- No Title.,8
1238510389,0.4664875396756224,1987-08-21,7,0.4515018,Toronto rabbi seeks changes to refugee bill.,8
1238422281,0.46630395039013,1987-01-31,7,0.15723303,Helping refugees.,0
1291552948,0.4662097378792239,1955-02-21,5,0.21743108,There Is No Policy.,0
1135966005,0.4656360184146434,1999-12-27,7,0.16420452,LETTERS TO THE EDITOR.,14
1237539635,0.4654717710272089,1984-05-18,7,0.25186482,Ottawa to probe 75/000 suspected of being aliens.,2
1151560665,0.4654200249581907,1992-08-31,7,0.19190548,Planned refugee law called wrongheaded.,2
2459712518,0.4650322586964032,2017-04-04,8,0.32530105,Are we headed for a crisis in Canada?.,5
1136311572,0.4647770479802419,1996-04-10,7,0.13125125,"Enter Canada's radical conservatives, hawking U.S. snake oil.",15
1371134615,0.4647004221955932,2008-03-20,8,0.2877944,REFUGEES.,3
1325937273,0.4646821926482614,1938-11-12,4,0.2546103,LIFTING OF BAR FOR REFUGEES OPPOSED HERE.,0
1125747391,0.4646257516807331,2001-03-21,7,0.16783403,Refugees facing legal-aid 'crisis'.,3
1238591631,0.4646192103140022,1987-04-10,7,0.1591689,Weiner wants public advice on immigrants.,6
1149085059,0.4645917799395628,1991-07-03,7,0.26131868,Refugee processing system criticized.,2
1239269995,0.4645292304633825,1979-07-06,7,0.16897291,"More refugees may be let in, Ottawa says.",0
1288451198,0.4645099081738775,1960-01-22,5,0.2045085,High Standards For Refugees Are Criticized.,0
1288856132,0.4644302117623895,1957-01-19,5,0.21476322,Tailor-Made Flow of Refugees.,0
1323587219,0.4644190924785992,1943-12-13,4,0.30469808,Argument for Refugees: Canada Short of Labor.,0
1134350510,0.464227014999588,1999-08-31,7,0.33778995,"Migrants not owed free ride, poll says.",14
2748608843,0.4639573820124507,2019-04-03,8,0.3316058,Asylum seekers should make claims through 'appropriate' channels: Envoy.,5
2273215550,0.4639191118137812,2016-02-06,8,0.20934728,Refugee crisis is a demographic time bomb.,3
1368887936,0.4638380225670226,2002-07-24,8,0.1333041,U.S. pot users seem unlikely to get asylum.,2
1326148829,0.4637379002359028,1943-12-03,4,0.27020642,Refugees and British Ideals.,0
1139020051,0.4636841258220498,1999-08-13,7,0.31144947,Speed up refugee applications: lawyer.,14
1239262998,0.4636146559867124,1979-07-03,7,0.15437758,"For lucky refugees, it's Destination Canada.",14
2122059955,0.4634005173494097,2015-12-03,8,0.38346615,Many Syrian refugees reluctant to make long trip to Canada.,3
1125564165,0.4632846031335238,2001-01-02,7,0.20342413,The doors to refuge.,10
1288390813,0.4632174734688336,1960-01-28,5,0.19091657,Letter to the Editor 3 -- No Title.,0
1366103192,0.4629530836398863,2005-11-01,8,0.28531867,Volpe to reject appeal system for refugees.,2
1444747039,0.462610717210302,2010-06-08,8,0.34890878,LIBERAL REFUGEE POLICY.,10
1313770331,0.4624287366251098,1948-09-03,4,0.2306583,Proving It Can Be Done.,0
1411697603,0.4623614088531242,2006-07-11,8,0.2504326,Mexico top source of refugee applicants.,10
1942886566,0.4623318799519189,2014-09-25,8,0.15848309,Can the jihadi tourists be stopped?.,3
1238470116,0.4622226306783502,1987-08-31,7,0.14685301,No need to panic.,2
1238507558,0.4622092319139059,1987-07-07,7,0.18153335,Ottawa denies move to expel Viet refugees.,4
2605913414,0.4621599028411184,2018-09-26,8,0.254868,CONTROL THE BORDER FILE.,5
1238334191,0.4620561593425575,1978-04-11,7,0.40094742,New immigration act tiqhtens entry rules.,4
1143074901,0.461895839324176,1994-06-22,7,0.1340951,"Some immigrants overlook citizenship value, lawyers say.",9
1143852951,0.4618324409028931,1993-01-30,7,0.25540137,Canada broadens refugee claims.,2
2122308130,0.4617896522112056,2015-11-18,8,0.2460469,A CEO on refugees: Canada must do more.,3
1291359630,0.4617746071001161,1950-11-21,4,0.26394513,Swift Relief Urged for Refugees.,0
1151121182,0.4614657611198065,1991-07-05,7,0.2701154,Quebec freezes migrant level.,1
1239261764,0.4612164211214797,1979-08-29,7,0.16712807,Refugees and citizens.,0
1368993695,0.4611188023302574,2003-09-17,8,0.38358063,Better a flow than a flood.,1
1271950287,0.4610656500089682,1999-11-04,7,0.2893363,THE NATION.,1
2610410071,0.4609139741207053,2018-10-01,8,0.37557188,We must not exclude irregular migrants from Canadian health services.,15
1140830393,0.460900090575115,1998-04-29,7,0.20749713,"Silence no help for refugees, CSIS says.",12
1140926049,0.4608860153505388,1995-11-18,7,0.14551128,THE GLOBAL VIEW.,7
1239277777,0.4607649855436836,1979-08-27,7,0.24502838,"Expertise on refugees' emotional state vital, says reader.",2
1411945998,0.4607435444868324,2008-03-17,8,0.23139273,IMMIGRATION REFORM.,1
1151658983,0.4607327119489097,1992-06-11,7,0.14165431,LETTERS TO THE EDITOR.,15
1239613456,0.4607051412351805,1975-05-05,6,0.3458085,CANADA.,4
1238477850,0.4606851672756733,1987-05-13,7,0.18023594,To identify refugees.,2
1270001571,0.4606520738822134,1992-04-10,7,0.13571884,Display Ad 10 -- No Title.,6
1143626894,0.460581569986695,1994-03-08,7,0.17980145,Harris's comments.,0
1238642564,0.4604883669911782,1983-06-30,7,0.20110479,Government to stem tide of alien entry.,4
1135036770,0.4603661557861458,1999-05-07,7,0.14305761,NATO's way.,0
1238505994,0.4602455126244609,1987-07-22,7,0.45357513,"Ottawa's treatment of migrants called violation of law, Charter.",12
1143527707,0.460101324015119,1998-02-26,7,0.16399233,Asian-Canadians fight changes to immigration act.,1
1316270136,0.4600423323518254,1948-08-25,4,0.30815366,All They Ask Is a Tall Ship.,0
1237382910,0.4599724765118763,1988-01-23,7,0.1595604,Reeling from another blow to Canadian immigration.,1
1325646159,0.459962024539693,1939-06-08,4,0.2576054,Immigration Challenge.,0
1369062035,0.4598672958300067,2005-09-23,8,0.17757237,Polish man seeks Canadian refuge from bar buddies.,2
1238392254,0.4596093413969424,1987-01-06,7,0.4336574,Flood of arrivals strains province's programs.,6
1140661980,0.4595700882720035,1997-10-23,7,0.1972887,"Refugee groups, detainees rap Canada.",9
1151448878,0.4594868120834315,1986-05-22,7,0.41868415,Refugee reform proposals criticized.,2
1142525488,0.4594552688539185,1995-12-08,7,0.2388424,Asylum seekers.,2
1151142263,0.4594154158029737,1990-03-15,7,0.1874201,WORTH REEATING.,1
1942871899,0.4593458508352782,2014-12-17,8,0.19781405,More than workers.,1
1239622580,0.4593038823544454,1974-01-21,6,0.1965068,Diplomatic asylum.,0
1270520877,0.4592912167970746,1965-10-21,5,0.22584482,"Migrant Policy Has Improved, Liberal Claims.",4
1151460139,0.4591252832464924,1986-07-09,7,0.26282898,Ottawa under attack for not ending abuse of the refugee system.,2
1143535620,0.4590702773222275,1993-09-16,7,0.24021333,It's not racist to discuss immigration.,1
2122311623,0.4590186989867835,2015-09-08,8,0.37908345,On refugees.,15
2122199555,0.458966003777727,2015-11-17,8,0.21561317,Refugee math.,3
1125439152,0.4589639555238012,2000-07-21,7,0.21340574,Immigration scofflaws.,14
1287153253,0.4589045439262891,1953-03-02,5,0.2551143,Challenge to Canada.,0
1356044360,0.458770369708137,1939-11-29,4,0.37849325,Urges Canada Take Refugees.,0
1238728299,0.4587321222091532,1982-05-13,7,0.22048667,"Bring in 'winner' refugees from Poland, lawyer urges.",0
2610167563,0.458700575674642,2018-12-18,8,0.33546495,ASYLUM CLAIMS AT LOWEST LEVEL IN MORE THAN A YEAR.,5
1124969876,0.4586891061820624,1980-01-08,7,0.23591752,Refugee problem.,0
1125778109,0.4584642714003751,2001-10-26,7,0.37036982,"Canada in talks with U.S. on pact dealing with refugees, visitor visas.",7
1124999492,0.4583747602497251,1980-09-20,7,0.19647437,MPs predict easing trend for refugees.,11
2459843606,0.4582132774945391,2017-08-22,8,0.42981365,Ministers go to border to warn migrants against crossing.,5
1237233576,0.4581109762224777,1988-06-08,7,0.44339207,Refugee bill protest gathers momentum.,8
1444803998,0.4580767360977059,2010-08-14,8,0.51699275,THE SEIZURE OF THE SUN SEA.,13
1238296235,0.458063314456601,1988-05-18,7,0.38761768,Politics and the rights of refugees.,12
1942933052,0.4580012506191049,2014-07-05,8,0.41794232,Canada to boost efforts to help refugees.,3
1351200622,0.4577932431837846,1933-03-27,4,0.23126142,DEPORTATION LESSONS.,0
1411883775,0.4577535278454799,2002-01-12,8,0.4351075,Is new legislation needed to address security risks?.,9
1323677915,0.4577267153569551,1986-06-19,7,0.3848038,Immigration office 'hell of a mess' as claims for refugee status soar.,2
1222281680,0.4576081351704674,1985-06-20,7,0.28296986,Getting to Canada.,2
2748105467,0.4575141423744454,2019-03-22,8,0.5231826,Budget shifts border issue to background.,5
1444799878,0.4573992950713904,2010-08-20,8,0.19106482,Rob Ford and the ding of truth.,1
1237416401,0.4573255797784993,1988-06-14,7,0.35543567,Law expected to halve refugee entries.,2
1371084013,0.4571504389978051,2008-02-08,8,0.48604196,SECURITY CERTIFICATES.,9
1291439677,0.4570040761107154,1949-07-15,4,0.28323334,"New U.S. Immigrants Major Canadian Source, European Influx Drops.",0
1238766403,0.4568459504228562,1982-12-10,7,0.28601122,Out of hiding.,4
1142147039,0.456646903957386,1995-05-20,7,0.116024174,"Finally, to be a somebody.",2
1144054102,0.4566126993700533,1990-03-07,7,0.3392859,"Ruling kills refugee system, lawyers say.",2
1151498260,0.4566027140982978,1992-01-29,7,0.2657098,Canada given task on refugees.,16
1351851684,0.4565257065190022,1939-01-31,4,0.18794568,"Canada Will Not Adopt Open Door to Refugees, Premier King Intimates.",0
1222381797,0.456503451281494,1985-11-08,7,0.40767938,Refugee hearing bars witnesses.,2
1146229499,0.4564805124548596,1991-10-11,7,0.31998083,Government may question refugee ruling.,2
1291470959,0.4563858792926389,1949-11-01,4,0.2534292,Canadian Officers to Examine 372 Refugees Now at Cork.,0
1142897723,0.4563359260019096,1993-04-30,7,0.14505425,Use of leaked data called irresponsible.,12
2459965693,0.4563132983190008,2017-06-19,8,0.30866694,"Immigration, intolerance and the 'populist paradox'.",1
1139024868,0.4562881319632096,1999-08-17,7,0.19946879,What Canadians can learn from the hoats full of migrants.,14
1238497177,0.4562837115886613,1987-07-29,7,0.26760468,UN asked to investigate treatment.,12
1125399075,0.4560060035294824,2000-04-05,7,0.2497941,Caplan ready to introduce tougher Immigration Act.,7
1366124733,0.455892835696091,2004-12-04,8,0.15729137,America's asylum? The entrance exam.,7
1291500410,0.4558699805510048,1948-09-15,4,0.17054817,"100,000 to Canada, Aussies to Take 200,000 Refugees.",4
1368959402,0.4555477719910406,2003-04-09,8,0.22765368,Alarm sounded over border control.,7
1125780771,0.4554285915270133,2001-11-07,7,0.18080902,Refugee system defended.,1
1125036819,0.4554143168818083,2000-05-17,7,0.34067625,Day backs scrapping refugee claimants' rights.,14
1143687386,0.4553091671366703,1995-01-12,7,0.2604123,The immigration war within me.,1
2122287992,0.4552451232587024,2015-09-21,8,0.23486373,Why foreign affairs should be a hot topic.,3
1688083259,0.4552433169421293,2012-08-24,8,0.5744255,Don't deny medical treatment.,15
2122278281,0.4552140337921866,2015-09-04,8,0.39821446,Why can't we meet our (modest) goals?.,3
1143517353,0.4551971592473937,1998-11-14,7,0.17184521,Canada's refugee policy.,10
1238587541,0.4551371404834398,1987-08-22,7,0.16995229,A lesson on refugees found in 1850 U.S. law.,8
1287461180,0.4549680986751803,1994-08-18,7,0.4672837,Falsified Russian refugee claims make Canadian policy look foolish.,16
1151476045,0.454928705087926,1986-08-20,7,0.29566965,Letter to the Editor 1 -- No Title.,11
1237642948,0.4548872401796975,1989-02-18,7,0.3099635,Phony refugee claimants are getting the message.,2
1239632457,0.4546843903741498,1974-03-06,6,0.17138445,"45 Chilean refugees rated security risks, Allmand tells House.",2
1143649083,0.4546755456729418,1997-10-21,7,0.2509576,Gypsy asylum-seekers flood into Britain.,10
1125781473,0.4546372859520605,2001-10-30,7,0.14980535,Firing up the refugee-policy imagination.,7
1400873322,0.4546080170409244,2009-10-20,8,0.47750863,SRI LANKAN TAMILS.,11
1238440495,0.4545989742401933,1987-03-11,7,0.17050263,"Ottawa to educate Canadians on immigration, Weiner says.",11
1284702203,0.4545786445142179,1962-05-25,5,0.20155238,Chinese Refugees.,0
1125484647,0.4545532051194614,2001-05-26,7,0.21846436,"Amnesties double-edged, ministers say.",14
1288611317,0.4545497316554091,1957-02-13,5,0.22377928,What Immigrants Bring.,0
1325858124,0.4545413249836668,1944-02-03,4,0.22183032,Jewish Refugee Issue Clarified.,0
1146251605,0.4543158444523621,1991-10-30,7,0.22227447,Defining refugees.,2
1151468809,0.4543038823017919,1986-08-20,7,0.4419734,Minister will push for tougher policy on ousting refugees.,11
2748165067,0.4541930351357335,2019-03-19,8,0.48155862,"Finally, a fix for our border problem?.",5
1238460301,0.4541469179239849,1987-03-27,7,0.19334996,New policy foils 'bogus refugees'.,2
1125381960,0.4539536046211617,2000-04-08,7,0.26394632,The gatekeeper's rules.,4
1238514262,0.4537926961919467,1987-08-15,7,0.2120756,"Would break the law if necessary to aid fugitives, church groups say.",8
1411881697,0.4535726803499018,2009-12-16,8,0.19876833,IMMIGRATION REPORT.,1
2748175853,0.4535002375103936,2019-05-08,8,0.42023036,Auditor warns of delays for refugees as Liberals point to boost in funds.,5
1222359063,0.4532741395045299,1985-09-12,7,0.19478932,Visas requested for refugees.,0
1291251855,0.4532387914555122,1946-04-16,4,0.20143856,Canada's Immigration Policy Held Heartless.,0
1149477967,0.4530892548457031,1991-10-23,7,0.21406363,Iranian granted refugee status.,2
1143533919,0.4529671063583128,1993-09-15,7,0.25540674,Secrecy of refugee hearings under fire.,2
1239328201,0.4529236784915021,1977-06-15,7,0.20665893,More Chileans fo gain entry.,4
1368557019,0.4529162646945819,2004-02-26,8,0.25771564,Refugees? Nice try.,14
1238482448,0.4528712179209193,1987-05-16,7,0.18903011,Refugee controls.,0
1238437129,0.4527492079047052,1987-03-03,7,0.13185364,Immigration spending rise partly due to refugees.,4
1151109062,0.4526008353754044,1991-02-26,7,0.30944702,Shortcuts scarce under new process.,2
1140663959,0.4524462053230041,1997-08-23,7,0.37640172,"Asylum-seekers won't give up easily, expert says.",10
1444875852,0.4523672616341434,2010-03-30,8,0.23292902,IMMIGRATION AND REFUGEE ACT.,3
1238508703,0.4522948061599942,1987-08-20,7,0.44973293,"Ottawa not bound to use powers in tough refugee bill, minister says.",8
1137415726,0.4522143960132314,1996-03-14,7,0.38549086,Jewish refugees need not apply.,16
1143557895,0.4521573178342069,1994-02-03,7,0.23686333,"Liberals to let in 250,000 this year.",1
1136516045,0.4521301115635551,1996-04-16,7,0.19581166,Refugee pact talks on hold.,8
2122296472,0.4520781776309171,2015-11-25,8,0.42949772,Ottawa to miss deadline on asylum seekers.,3
1239429938,0.4520768183398965,1975-01-03,6,0.17933413,When borders spring a leak.,6
1350767299,0.4520670330998181,1939-07-13,4,0.2560662,PROBE RACKET ON REFUGEES.,4
1536982840,0.4520506516316345,1885-10-12,1,0.2631513,THE IMMIGRATION POLICY.,0
1240574316,0.4519959854770018,1972-11-25,6,0.16053392,Ephemeral. What's the point of more views from exile?.,7
1354104927,0.4519451504926197,1941-05-05,4,0.25334117,REFUGEE IMMIGRATION SUGGESTED FOR STUDY.,0
1444914781,0.4519329571370249,2010-08-16,8,0.19879064,LETTERS TO THE EDITOR.,13
1151529959,0.4518176910585518,1992-10-19,7,0.20760588,Refugee claims.,2
1134238379,0.4517269506647922,1999-11-05,7,0.20929152,"Refugee system 'scandalous,' judge says.",2
1323411757,0.4513734695625738,1946-10-05,4,0.28667903,Haphazard Immigration.,0
1366269135,0.4510787511491131,1922-01-14,4,0.23271592,JEWISH LOBBY ON IMMIGRATION AGAIN FORESEEN.,0
1412675732,0.4510592841986079,2002-04-30,8,0.20228171,The cost of playing with the big guy.,7
1313795549,0.4510267161782481,1960-03-18,5,0.20197499,Open Wide the Immigration Gates.,0
1444710282,0.4509814061502084,2010-04-01,8,0.38686666,NEW REFUGEE LAW.,10
1942961721,0.4505939596280732,2014-11-20,8,0.4022733,"Compassion, sense.",15
1238428351,0.4505903573536916,1987-02-18,7,0.1950315,Streamline the system.,0
2122195488,0.4503415128814272,2015-12-02,8,0.40925673,"Up to 50,000 refugees may enter Canada by the end of next year.",3
1237580634,0.450326831689454,1984-09-27,7,0.15129882,A failure of humanity.,11
2273260058,0.4501773134231608,2016-06-21,8,0.18175316,Senate committee calls for refugee eligibility for North Koreans.,8
1291594642,0.4498208217366751,1948-06-29,4,0.306704,Canada Refuses Refugees Entry.,0
1135617854,0.4496897997311189,1999-11-22,7,0.28639537,"Stopping illegal immigrants a priority, poll finds.",1
1316365586,0.4495736378112452,1911-06-10,3,0.26914817,IMMIGRATION AND GROWTH.,0
1368848963,0.4492686691719905,2005-12-29,8,0.20139919,"U.S. no refugee haven, agencies to tell court.",2
1240455262,0.4491867559295874,1982-02-22,7,0.2027614,Two ministers offer different solutions to refugee problem.,2
1151508017,0.4491803829567096,1992-03-18,7,0.3178372,"Study debunks myths about immigrants, welfare.",1
1649644218,0.4491448068422886,1897-02-10,2,0.29096687,MR. B. E. WALKER'S ADDRESS.,0
2459655785,0.4491068854033544,2017-11-03,8,0.12960342,LETTERS TO THE EDITOR.,7
1151239600,0.4490692371406878,1991-03-23,7,0.24079935,Letter to the Editor 1 -- No Title.,2
1132947001,0.4489425785787111,1999-04-07,7,0.15012717,Facing the refugees.,2
1240451603,0.4485567818652322,1982-02-01,7,0.43023926,World ill prepared for increase in refugees from Latin America.,6
1238513938,0.4485298193147554,1987-09-03,7,0.35655773,LETTERS TO THE EDITOR.,6
2610410175,0.4484846518908023,2018-10-01,8,0.32582873,Immigration Canada extending hotel stay of asylum seekers in Toronto.,5
1411971946,0.4483506933389614,2009-10-21,8,0.2904566,LETTERS TO THE EDITOR.,11
1148957697,0.4483305354506113,1991-07-15,7,0.1233421,Manning plays down immigration policy.,14
1942949753,0.448122703175436,2014-10-29,8,0.3620566,Refugee advocates blast proposed changes to welfare.,15
1241603065,0.4480753755837799,1972-09-26,6,0.13270213,The humane exception.,4
1125524991,0.4480130950824731,2001-09-21,7,0.4271957,U.S. could 'tighten up' border.,7
1444710289,0.4479606509080509,2010-04-01,8,0.29058093,"When it comes to refugee claims, it's pretty easy to ID the 'safe' countries.",10
1284844585,0.4478325316963275,1962-05-24,5,0.1984177,Letter to the Editor 1 -- No Title.,0
1238465230,0.4477800148074863,1987-03-04,7,0.18858515,Closed refugee door shameful.,6
1326012344,0.4475978825677934,1939-10-20,4,0.17528528,Canada for Refugees or Pharisees.,0
1368969175,0.4475057475242832,2003-05-06,8,0.47177535,"U.S. border plan is unfair, Manley says.",7
1288730434,0.447394847880237,1959-12-18,5,0.24878146,Refugees Could Be Valuable Assets.,0
2122149807,0.4473216997196456,2015-09-18,8,0.17805658,A crying need to rework Canada's immigration policies.,3
1125703023,0.4472050295115587,2001-09-17,7,0.36187464,More collateral damage: the old 'Canadian way'.,7
1125085639,0.4470729827170505,1980-06-19,7,0.20802633,Refugee plan cost set at $122 million.,0
1287561557,0.4469483636332088,1950-08-18,4,0.2813376,Of Such as These.,0
2122225156,0.4467262927466822,2015-07-24,8,0.3788029,"Refugee system violates applicant's rights, court says.",15
2273303348,0.4466300995111577,2016-03-02,8,0.33928648,Europe's real crisis: confidence.,3
1356109307,0.4465389429011454,1910-03-08,3,0.1993996,THE BORDER NUISANCE.,7
1141195978,0.4465137869790763,1993-02-16,7,0.13604216,Same principle holds.,4
1238466247,0.4462613894101856,1987-08-13,7,0.1340966,Refugee entry system.,10
1325759549,0.446259184230824,1958-08-05,5,0.23013397,Hope on Immigration.,0
1288641415,0.4461973496864016,1957-08-10,5,0.19099206,Minding Your Business.,0
1356560660,0.4461861469542001,2002-06-28,8,0.2693039,Refugees jam border fearing new policy.,7
1237328105,0.4461183291945825,1988-04-12,7,0.19064935,Nicaraguan contras join ranks of refugees admitted to Canada.,6
1140731835,0.4459294602445472,1997-12-05,7,0.25451413,Canadians still lack confidence in the refugee process.,2
1444829485,0.4456788341751997,2010-10-22,8,0.47282714,ILLEGAL IMMIGRATION.,13
1289220335,0.4456324078802662,1956-11-06,5,0.2282434,Fulton Would Give Asylum To Refugees From Hungary.,0
1294158621,0.445576932907207,1949-11-08,4,0.22855298,Photo Standalone 5 -- No Title.,0
1151448897,0.4455756418789954,1986-04-11,7,0.17550248,"Immigrants valuable, panel told.",7
1151475931,0.4454820325504913,1992-01-01,7,0.24322374,Immigration no boon.,1
1288706693,0.4453756587658969,1959-11-25,5,0.23534502,"Lay Groundwork For Refugees, Bishop Asks.",0
1287620704,0.4452433995148473,1952-02-29,5,0.26589,What Is the Policy?.,0
1355992454,0.4451935898985573,1940-04-13,4,0.14648665,Clergymen Invited to Devote Day To Study of Refugee Problems.,0
1444933814,0.4450984449692673,2010-09-10,8,0.5497897,ASYLUM SEEKERS.,13
1323612529,0.445079135315561,1947-05-03,4,0.24721809,A Matter of Interpretation.,0
1371048414,0.4450210571269845,2006-07-28,8,0.14519686,My Canada does not treat its citizens differently.,1
1138762766,0.444980932112586,1999-07-24,7,0.2912641,What comes next for the illegal immigrants.,14
1326174196,0.4449346743500736,1943-12-06,4,0.24336089,Stand on the Refugee Question Reiterated by Corps Association.,0
1323564132,0.4449337639222652,1937-02-18,4,0.20660962,Display Ad 10 -- No Title.,0
1356612123,0.444922631813874,1919-05-01,3,0.33833474,CANADA'S IMMIGRATION POLICY.,0
1366101373,0.444865763434686,2005-10-19,8,0.22284682,Immigrants and heritage.,1
1238531391,0.4448562429081935,1987-09-02,7,0.41393977,Campaign aims to foil Bouchard refugee bill.,8
1238665769,0.4448460947861397,1983-10-11,7,0.30757162,Secret immigration?.,4
1411933305,0.4447926115804347,2007-08-24,8,0.2951899,Canada's system is failing friends and real refugees alike.,10
1147438162,0.4447290168113387,1994-07-27,7,0.19031568,"Checking refugees not airlines' job, appeal court says.",2
1366111533,0.4447022893612374,2002-11-02,8,0.18875103,SOCIAL POLICY.,1
1287246196,0.4445943904242994,1952-02-11,5,0.23193786,The Lesson of Ajax.,0
1288387875,0.4445346908266349,1960-02-03,5,0.24508895,Letter to the Editor 1 -- No Title.,0
1151550626,0.4442936874584511,1992-08-11,7,0.28136986,Public debate demanded on immigration changes.,8
2459958247,0.4441964220224848,2017-02-22,8,0.38550985,Manitoba Premier pushes for co-ordination of refugee tactics.,5
1400865641,0.4441369228034402,2009-05-07,8,0.5126529,REFUGEES ROMA COMMUNITY.,10
1326024215,0.4440507370431981,1938-10-29,4,0.23431599,Thinks More Immigrants Are Needed.,0
1151533158,0.4439219003343749,1992-05-05,7,0.28186962,It's time to talk about 'the greatest challenge of the coming century'.,1
2606083208,0.4438019268140658,2018-12-22,8,0.23996116,Letter To Editor 3 -- No Title.,5
1313995421,0.4438000108506189,1943-06-08,4,0.2877901,Opportunity in Canada For Europe's Refugees.,0
1151619214,0.4437937182014765,1985-02-05,7,0.25255546,Refugee activists oppose public hearings.,2
2610377162,0.4437881542985169,2018-07-16,8,0.38644058,Immigration critics urge Liberals to come up with answers on asylum issue.,5
1147931885,0.4437530888581913,1994-11-02,7,0.19012232,Other 1 -- No Title.,0
1291362565,0.4436264321494839,1948-05-13,4,0.20376182,Declare Canada Is Ahead of U.S. In Refugee Aid.,0
1237549709,0.4433922769941036,1984-05-19,7,0.22501782,Council of churches scolds governments over refugee curbs.,6
1287414792,0.4433544245902043,1957-08-06,5,0.27652162,The Press on Immigration.,0
1357027216,0.4433326353943981,2002-12-06,8,0.40747565,Canada and U.S. sign treaty on refugee claims.,7
2273313227,0.443279666080891,2016-10-19,8,0.20555346,Boost your bottom line by hiring a refugee.,1
1125775320,0.4432701229999541,2001-08-30,7,0.15714765,None is too many.,14
1412662662,0.4432698322565033,2008-10-21,8,0.25850862,REFUGEES.,10
1350567987,0.4430037850545845,1912-02-27,3,0.24991521,MUST FACE PROBLEM OF IMMIGRATION.,0
1151672516,0.4429890903943115,1985-05-29,7,0.38830754,Immigration plan assailed as racist by refugee group.,2
1241347510,0.4429324085318705,1977-03-11,7,0.42148095,"New Immigration Act will control population but increase newcomers' rights, Cullen says.",4
1356533158,0.4428036071290805,1922-01-13,4,0.24960199,SHOULD BE PROTECTED.,0
1141713806,0.4427373574603577,1993-07-13,7,0.1633297,Shifting immigration to new ministry seen as fanning racism.,12
1237516254,0.4426691529271505,1984-05-28,7,0.18976423,Canada fails to meet refugee quota: official.,6
1138317110,0.4425920067716037,1999-11-27,7,0.29834053,Whistle-blower migrants offered landed status.,14
1237544724,0.4425594581223197,1984-06-04,7,0.2976737,They ask for asylum.,2
1354292816,0.4423372880658647,1907-06-26,3,0.3137821,IMMIGRATION AND CITIZENSHIP.,0
1284696176,0.44229884056932,1961-11-16,5,0.22193092,Immigration Curb Proposals.,0
1239620384,0.4421894059593393,1975-08-27,6,0.21272257,Refugees in Hull.,4
1140584607,0.4421260358242562,1997-05-13,7,0.3598612,Refugee ruling interprets Israeli law.,16
1287436206,0.4421197081369148,1952-04-29,5,0.29431033,French Press Urges Immigration.,0
1284694237,0.441997160211494,1962-05-31,5,0.21317363,Welcome Concern.,0
1942877251,0.441992142806244,2014-10-02,8,0.3584521,Canadian mean-mindedness is back.,15
1151229355,0.4417652438874769,1991-02-25,7,0.33940944,Many to get resident status without refugee designation.,2
2273264390,0.4416711263878261,2016-09-03,8,0.17725722,Leitch defends proposal to screen 'values' of immigrants.,1
1240072253,0.4416605854496928,1973-11-02,6,0.18419366,Immigrants.,0
1151111160,0.441580084381223,1991-03-12,7,0.29840362,Letter to the Editor 1 -- No Title.,2
1412010089,0.4413472602191194,1943-12-22,4,0.2656372,Petition for Refugees Termed Citizens' Right.,0
1237225895,0.4413200163913047,1988-03-11,7,0.17362484,Government makes entry easier for women refugees.,2
2122220700,0.4412783828764058,2015-09-07,8,0.33558664,Letter to the Editor 1 -- No Title.,3
1238416474,0.4412496621548028,1978-11-16,7,0.25334436,France would accept freighter refugees.,0
1125700482,0.4412235113824734,2001-09-15,7,0.4375291,"Align with U.S. on security, executive says.",7
